id,y
0,0.9324794384834985
1,1.021973653824746
2,1.023082035774825
3,0.052782793945354047
4,0.05213513704952135
5,0.9257684172837286
6,-0.04823899645708601
7,1.0815300837028596
8,0.9328366509217789
9,1.112091614763574
10,1.0071891259413341
11,-0.18964520396487694
12,-0.14682183839827248
13,1.0503751103605132
14,0.04374316947079646
15,1.0270606162815161
16,-0.14067725263936695
17,-0.144831833275217
18,-0.01581719404342574
19,-0.008536147198742225
20,0.9257846868258109
21,-0.2743876295459076
22,0.0846078663659225
23,0.938335607386894
24,0.05224319305515423
25,1.0516925454744963
26,-0.0525200625798507
27,0.9218161736497472
28,0.9852196890776742
29,1.0136813508922184
30,0.13769421889322334
31,-0.18717756024718316
32,1.0733800519847385
33,0.05292376419405682
34,0.06660065086994109
35,0.1625726983846148
36,-0.18725888428906212
37,1.0172662241035606
38,-0.06928566740068773
39,-0.22509584170037103
40,1.026853898158582
41,0.12775058549045903
42,0.10389514763311529
43,1.0072258248195314
44,1.1122154749175157
45,0.9878844644227421
46,-0.008577632946115969
47,-0.1925660888352073
48,1.1116915377297119
49,-0.029493606417144522
50,0.4985871453552193
51,-0.14248558801679198
52,-0.025084374379806186
53,0.12823836979403003
54,1.0388458208598994
55,-0.27577097572188286
56,0.907065831877251
57,0.1271169843727258
58,-0.008909873853748793
59,-0.14211708559262148
60,0.9939817029213649
61,0.052747449621086115
62,-0.14104369251210727
63,-0.24375483999445904
64,0.05419792503509878
65,-0.14765851973593216
66,-0.15484147753042704
67,-0.183851103660099
68,1.0425986034267107
69,-0.12212625174121919
70,-0.07702546247805926
71,0.9371106467722953
72,0.035862291257806815
73,1.1331133116879717
74,0.03813085923795186
75,0.5201937494066337
76,0.4425811015044328
77,0.5271952344320666
78,0.4412791781482861
