id,y
0,0.7796847226691449
1,0.8478215864044407
2,0.8330068784864858
3,0.03796940674994361
4,0.03764557830202726
5,0.7480298270890562
6,-0.0044961737018334134
7,1.0232949568775844
8,0.7798633288882851
9,0.7760273304112548
10,0.9860072290599373
11,-0.0905413979502406
12,0.4062860514562852
13,0.7848460440359498
14,0.04184219308683686
15,0.9932272787961796
16,-0.011562063951327493
17,0.40728105401781295
18,0.46773313332702837
19,0.04011018793257871
20,0.7480379618600973
21,-0.12607869695360274
22,0.0665421007872932
23,0.9488647743488685
24,0.0376996063048437
25,0.846399977248438
26,-0.007386192162060021
27,0.9439450460650707
28,0.9723068151942585
29,0.9915596012232848
30,0.08881771779805028
31,-0.08930757609139371
32,1.0192199410185239
33,0.038039891874295
34,0.07362098497308958
35,0.09442386208503424
36,-0.0893482381123332
37,0.8300989726508536
38,-0.01892304134256819
39,0.3417335127842122
40,0.9993767531878783
41,0.08811346034956147
42,0.0761857414208896
43,0.9860255784990359
44,0.7760892604882257
45,0.9706863615075503
46,0.03326972249538837
47,-0.08936061599750282
48,0.7752789148651428
49,-0.003631685389221182
50,0.4915704095099851
51,-0.03295689407528637
52,0.019963273758925214
53,0.08835735250134696
54,0.9808020745234232
55,-0.12677037004159036
56,0.6167282507969544
57,0.08779665979069486
58,0.03992332460507542
59,-0.03339394121927086
60,0.8768477241971382
61,0.03795173458780964
62,0.4091751243993678
63,-0.11136678805254262
64,0.038676972294815974
65,0.13435950005641484
66,0.13468469096653454
67,-0.08764434779785163
68,0.7108958113426834
69,0.12660063111651287
70,0.05051864595589974
71,0.9482522940415691
72,0.037901753980342026
73,0.7813802759103519
74,0.03903603797041455
75,0.5096736800743586
76,0.4483405361732017
77,0.5095471035128676
78,0.44688535029425924
