id,y
0,0.394927465326891
1,0.37656867981200187
2,0.3195932555599002
3,-0.024665212236502074
4,-0.023692927126124867
5,0.3988423357254893
6,0.00651378364309127
7,0.6605455427368412
8,0.39600487286570046
9,0.45987366180168743
10,0.684901925175875
11,-0.006175212860789092
12,0.6492236170682302
13,0.29631930585538735
14,0.05732759477647091
15,0.631256174298265
16,0.4749157612361838
17,0.6499997990815687
18,0.6216187301894307
19,0.5366970423483517
20,0.39888590697672666
21,-0.028222376119979003
22,-0.013110103400240897
23,0.6443245341228332
24,-0.023864902342061418
25,0.3261297938551439
26,0.011163737844906443
27,0.7185235099931753
28,0.6347663899184297
29,0.6920245929428541
30,0.08489306868855323
31,0.018413263854380225
32,0.6765050865882782
33,-0.024858763650255418
34,0.1998775983733386
35,-0.020748213596048455
36,0.018511578348623423
37,0.3044056878647808
38,-0.016717398791078916
39,0.5909518302765833
40,0.7076952147802982
41,-0.0017794437903932807
42,-0.012052993724084566
43,0.6842483047436547
44,0.4577581078735986
45,0.5979587614255852
46,0.5307317370393596
47,0.024863803016635898
48,0.46557075861099284
49,-0.02839164803805983
50,0.7173971985046141
51,0.4899146906938148
52,0.5142623563527229
53,-0.0011737331426286655
54,0.5872259319470106
55,-0.02802495544672195
56,0.5464252135579688
57,-0.0025752282923979936
58,0.5340745335227479
59,0.4780445334628836
60,0.3547230985318378
61,-0.02461569754468402
62,0.6514611528738463
63,-0.02655462912182152
64,-0.026339583444019075
65,0.5607905705945513
66,0.5713435329823289
67,0.014431617075835304
68,0.42712588474254626
69,0.4096322696996607
70,0.5436153501866534
71,0.6414429263910395
72,0.02002818171191078
73,0.5528351593980283
74,0.029932137269872976
75,0.5836324920261324
76,0.3863562018829027
77,0.6374780697876208
78,0.4008843937905157
